state,district,crop,year,season,area_hectares,Area Units,production_tonnes,Production Units,yield_kg_per_hectare,subdivision,year_num
Maharashtra,AHMEDNAGAR,Arhar/Tur,2001-02,Kharif,16700.0,Hectare,5400.0,Tonnes,323.3532934131736,Madhya Maharashtra,2001
Maharashtra,AHMEDNAGAR,Arhar/Tur,2002-03,Kharif,14600.0,Hectare,5700.0,Tonnes,390.4109589041096,Madhya Maharashtra,2002
Maharashtra,AHMEDNAGAR,Arhar/Tur,2003-04,Kharif,9000.0,Hectare,3000.0,Tonnes,333.3333333333333,Madhya Maharashtra,2003
Maharashtra,AKOLA,Arhar/Tur,2001-02,Kharif,46800.0,Hectare,41600.0,Tonnes,888.8888888888888,Vidarbha,2001
Maharashtra,AKOLA,Arhar/Tur,2002-03,Kharif,46500.0,Hectare,42100.0,Tonnes,905.3763440860216,Vidarbha,2002
Maharashtra,AKOLA,Arhar/Tur,2003-04,Kharif,51000.0,Hectare,43500.0,Tonnes,852.9411764705882,Vidarbha,2003
Maharashtra,AMRAVATI,Arhar/Tur,2001-02,Kharif,95500.0,Hectare,83500.0,Tonnes,874.3455497382199,Vidarbha,2001
Maharashtra,AMRAVATI,Arhar/Tur,2002-03,Kharif,93300.0,Hectare,88900.0,Tonnes,952.8403001071813,Vidarbha,2002
Maharashtra,AMRAVATI,Arhar/Tur,2003-04,Kharif,97500.0,Hectare,86300.0,Tonnes,885.1282051282051,Vidarbha,2003
Maharashtra,AURANGABAD,Arhar/Tur,2001-02,Kharif,32700.0,Hectare,9100.0,Tonnes,278.2874617737003,Matathwada,2001
Maharashtra,AURANGABAD,Arhar/Tur,2002-03,Kharif,40000.0,Hectare,11600.0,Tonnes,290.0,Matathwada,2002
Maharashtra,AURANGABAD,Arhar/Tur,2003-04,Kharif,38000.0,Hectare,13400.0,Tonnes,352.6315789473684,Matathwada,2003
Maharashtra,BEED,Arhar/Tur,2001-02,Kharif,44300.0,Hectare,11200.0,Tonnes,252.82167042889392,Matathwada,2001
Maharashtra,BEED,Arhar/Tur,2002-03,Kharif,49100.0,Hectare,17200.0,Tonnes,350.30549898167004,Matathwada,2002
Maharashtra,BEED,Arhar/Tur,2003-04,Kharif,44900.0,Hectare,10100.0,Tonnes,224.9443207126948,Matathwada,2003
Maharashtra,BHANDARA,Arhar/Tur,2001-02,Kharif,5700.0,Hectare,6100.0,Tonnes,1070.1754385964912,Vidarbha,2001
Maharashtra,BHANDARA,Arhar/Tur,2002-03,Kharif,7100.0,Hectare,6300.0,Tonnes,887.3239436619718,Vidarbha,2002
Maharashtra,BHANDARA,Arhar/Tur,2003-04,Kharif,7300.0,Hectare,6900.0,Tonnes,945.2054794520548,Vidarbha,2003
Maharashtra,BULDHANA,Arhar/Tur,2001-02,Kharif,58300.0,Hectare,39200.0,Tonnes,672.3842195540308,Vidarbha,2001
Maharashtra,BULDHANA,Arhar/Tur,2002-03,Kharif,57400.0,Hectare,40900.0,Tonnes,712.5435540069686,Vidarbha,2002
Maharashtra,BULDHANA,Arhar/Tur,2003-04,Kharif,59500.0,Hectare,41400.0,Tonnes,695.7983193277311,Vidarbha,2003
Maharashtra,CHANDRAPUR,Arhar/Tur,2001-02,Kharif,27400.0,Hectare,21700.0,Tonnes,791.970802919708,Vidarbha,2001
Maharashtra,CHANDRAPUR,Arhar/Tur,2002-03,Kharif,26800.0,Hectare,9100.0,Tonnes,339.5522388059701,Vidarbha,2002
Maharashtra,CHANDRAPUR,Arhar/Tur,2003-04,Kharif,26400.0,Hectare,17400.0,Tonnes,659.090909090909,Vidarbha,2003
Maharashtra,DHULE,Arhar/Tur,2001-02,Kharif,7300.0,Hectare,1700.0,Tonnes,232.8767123287671,Madhya Maharashtra,2001
Maharashtra,DHULE,Arhar/Tur,2002-03,Kharif,9200.0,Hectare,2700.0,Tonnes,293.4782608695652,Madhya Maharashtra,2002
Maharashtra,DHULE,Arhar/Tur,2003-04,Kharif,9500.0,Hectare,3800.0,Tonnes,400.0,Madhya Maharashtra,2003
Maharashtra,GADCHIROLI,Arhar/Tur,2001-02,Kharif,1500.0,Hectare,1600.0,Tonnes,1066.666666666667,Vidarbha,2001
Maharashtra,GADCHIROLI,Arhar/Tur,2002-03,Kharif,1700.0,Hectare,1500.0,Tonnes,882.3529411764706,Vidarbha,2002
Maharashtra,GADCHIROLI,Arhar/Tur,2003-04,Kharif,2300.0,Hectare,2200.0,Tonnes,956.5217391304349,Vidarbha,2003
Maharashtra,GONDIA,Arhar/Tur,2001-02,Kharif,4000.0,Hectare,4300.0,Tonnes,1075.0,Vidarbha,2001
Maharashtra,GONDIA,Arhar/Tur,2002-03,Kharif,4100.0,Hectare,3600.0,Tonnes,878.0487804878048,Vidarbha,2002
Maharashtra,GONDIA,Arhar/Tur,2003-04,Kharif,4400.0,Hectare,4200.0,Tonnes,954.5454545454546,Vidarbha,2003
Maharashtra,HINGOLI,Arhar/Tur,2001-02,Kharif,24700.0,Hectare,19200.0,Tonnes,777.3279352226721,Matathwada,2001
Maharashtra,HINGOLI,Arhar/Tur,2002-03,Kharif,27000.0,Hectare,18400.0,Tonnes,681.4814814814814,Matathwada,2002
Maharashtra,HINGOLI,Arhar/Tur,2003-04,Kharif,25500.0,Hectare,22500.0,Tonnes,882.3529411764706,Matathwada,2003
Maharashtra,JALGAON,Arhar/Tur,2001-02,Kharif,28400.0,Hectare,18000.0,Tonnes,633.8028169014085,Madhya Maharashtra,2001
Maharashtra,JALGAON,Arhar/Tur,2002-03,Kharif,24900.0,Hectare,18200.0,Tonnes,730.9236947791164,Madhya Maharashtra,2002
Maharashtra,JALGAON,Arhar/Tur,2003-04,Kharif,25800.0,Hectare,18300.0,Tonnes,709.3023255813954,Madhya Maharashtra,2003
Maharashtra,JALNA,Arhar/Tur,2001-02,Kharif,42100.0,Hectare,23400.0,Tonnes,555.8194774346792,Matathwada,2001
Maharashtra,JALNA,Arhar/Tur,2002-03,Kharif,48000.0,Hectare,30300.0,Tonnes,631.25,Matathwada,2002
Maharashtra,JALNA,Arhar/Tur,2003-04,Kharif,47900.0,Hectare,19100.0,Tonnes,398.7473903966597,Matathwada,2003
Maharashtra,KOLHAPUR,Arhar/Tur,2001-02,Kharif,2400.0,Hectare,800.0,Tonnes,333.3333333333333,Madhya Maharashtra,2001
Maharashtra,KOLHAPUR,Arhar/Tur,2002-03,Kharif,2600.0,Hectare,1000.0,Tonnes,384.6153846153846,Madhya Maharashtra,2002
Maharashtra,KOLHAPUR,Arhar/Tur,2003-04,Kharif,2800.0,Hectare,800.0,Tonnes,285.7142857142857,Madhya Maharashtra,2003
Maharashtra,LATUR,Arhar/Tur,2001-02,Kharif,72800.0,Hectare,48900.0,Tonnes,671.7032967032967,Matathwada,2001
Maharashtra,LATUR,Arhar/Tur,2002-03,Kharif,71000.0,Hectare,44100.0,Tonnes,621.1267605633802,Matathwada,2002
Maharashtra,LATUR,Arhar/Tur,2003-04,Kharif,70800.0,Hectare,45200.0,Tonnes,638.4180790960452,Matathwada,2003
Maharashtra,NAGPUR,Arhar/Tur,2001-02,Kharif,50600.0,Hectare,56300.0,Tonnes,1112.6482213438735,Vidarbha,2001
Maharashtra,NAGPUR,Arhar/Tur,2002-03,Kharif,50000.0,Hectare,26700.0,Tonnes,534.0,Vidarbha,2002
Maharashtra,NAGPUR,Arhar/Tur,2003-04,Kharif,51100.0,Hectare,32300.0,Tonnes,632.0939334637965,Vidarbha,2003
Maharashtra,NANDED,Arhar/Tur,2001-02,Kharif,52300.0,Hectare,39900.0,Tonnes,762.906309751434,Matathwada,2001
Maharashtra,NANDED,Arhar/Tur,2002-03,Kharif,54900.0,Hectare,55400.0,Tonnes,1009.1074681238616,Matathwada,2002
Maharashtra,NANDED,Arhar/Tur,2003-04,Kharif,55800.0,Hectare,44600.0,Tonnes,799.2831541218638,Matathwada,2003
Maharashtra,NANDURBAR,Arhar/Tur,2001-02,Kharif,23600.0,Hectare,7300.0,Tonnes,309.3220338983051,Madhya Maharashtra,2001
Maharashtra,NANDURBAR,Arhar/Tur,2002-03,Kharif,23100.0,Hectare,6300.0,Tonnes,272.7272727272727,Madhya Maharashtra,2002
Maharashtra,NANDURBAR,Arhar/Tur,2003-04,Kharif,23400.0,Hectare,7900.0,Tonnes,337.6068376068376,Madhya Maharashtra,2003
Maharashtra,NASHIK,Arhar/Tur,2001-02,Kharif,8900.0,Hectare,3800.0,Tonnes,426.9662921348314,Madhya Maharashtra,2001
Maharashtra,NASHIK,Arhar/Tur,2002-03,Kharif,9000.0,Hectare,6800.0,Tonnes,755.5555555555555,Madhya Maharashtra,2002
Maharashtra,NASHIK,Arhar/Tur,2003-04,Kharif,8500.0,Hectare,3500.0,Tonnes,411.7647058823529,Madhya Maharashtra,2003
Maharashtra,OSMANABAD,Arhar/Tur,2001-02,Kharif,68100.0,Hectare,35100.0,Tonnes,515.4185022026431,Matathwada,2001
Maharashtra,OSMANABAD,Arhar/Tur,2002-03,Kharif,81500.0,Hectare,44100.0,Tonnes,541.1042944785275,Matathwada,2002
Maharashtra,PARBHANI,Arhar/Tur,2001-02,Kharif,52700.0,Hectare,28500.0,Tonnes,540.796963946869,Matathwada,2001
Maharashtra,PARBHANI,Arhar/Tur,2002-03,Kharif,56600.0,Hectare,33400.0,Tonnes,590.1060070671377,Matathwada,2002
Maharashtra,PARBHANI,Arhar/Tur,2003-04,Kharif,57900.0,Hectare,26500.0,Tonnes,457.68566493955086,Matathwada,2003
Maharashtra,PUNE,Arhar/Tur,2001-02,Kharif,4100.0,Hectare,2000.0,Tonnes,487.8048780487805,Madhya Maharashtra,2001
Maharashtra,PUNE,Arhar/Tur,2002-03,Kharif,3800.0,Hectare,1800.0,Tonnes,473.6842105263157,Madhya Maharashtra,2002
Maharashtra,PUNE,Arhar/Tur,2003-04,Kharif,3300.0,Hectare,2200.0,Tonnes,666.6666666666666,Madhya Maharashtra,2003
Maharashtra,RAIGAD,Arhar/Tur,2001-02,Kharif,1000.0,Hectare,400.0,Tonnes,400.0,Konkan & Goa,2001
Maharashtra,RAIGAD,Arhar/Tur,2002-03,Kharif,1000.0,Hectare,500.0,Tonnes,500.0,Konkan & Goa,2002
Maharashtra,RAIGAD,Arhar/Tur,2003-04,Kharif,1000.0,Hectare,500.0,Tonnes,500.0,Konkan & Goa,2003
Maharashtra,RATNAGIRI,Arhar/Tur,2001-02,Kharif,600.0,Hectare,300.0,Tonnes,500.0,Konkan & Goa,2001
Maharashtra,RATNAGIRI,Arhar/Tur,2002-03,Kharif,600.0,Hectare,300.0,Tonnes,500.0,Konkan & Goa,2002
Maharashtra,RATNAGIRI,Arhar/Tur,2003-04,Kharif,600.0,Hectare,300.0,Tonnes,500.0,Konkan & Goa,2003
Maharashtra,SANGLI,Arhar/Tur,2001-02,Kharif,9700.0,Hectare,3100.0,Tonnes,319.5876288659793,Madhya Maharashtra,2001
Maharashtra,SANGLI,Arhar/Tur,2002-03,Kharif,10700.0,Hectare,4100.0,Tonnes,383.17757009345786,Madhya Maharashtra,2002
Maharashtra,SANGLI,Arhar/Tur,2003-04,Kharif,5800.0,Hectare,1700.0,Tonnes,293.103448275862,Madhya Maharashtra,2003
Maharashtra,SATARA,Arhar/Tur,2001-02,Kharif,6500.0,Hectare,2100.0,Tonnes,323.0769230769231,Madhya Maharashtra,2001
Maharashtra,SATARA,Arhar/Tur,2002-03,Kharif,6700.0,Hectare,2600.0,Tonnes,388.05970149253733,Madhya Maharashtra,2002
Maharashtra,SATARA,Arhar/Tur,2003-04,Kharif,3800.0,Hectare,1100.0,Tonnes,289.4736842105263,Madhya Maharashtra,2003
Maharashtra,SOLAPUR,Arhar/Tur,2001-02,Kharif,6700.0,Hectare,1400.0,Tonnes,208.955223880597,Madhya Maharashtra,2001
Maharashtra,SOLAPUR,Arhar/Tur,2002-03,Kharif,13300.0,Hectare,4600.0,Tonnes,345.8646616541353,Madhya Maharashtra,2002
Maharashtra,THANE,Arhar/Tur,2001-02,Kharif,2700.0,Hectare,1200.0,Tonnes,444.4444444444444,Konkan & Goa,2001
Maharashtra,THANE,Arhar/Tur,2002-03,Kharif,2700.0,Hectare,1400.0,Tonnes,518.5185185185185,Konkan & Goa,2002
Maharashtra,THANE,Arhar/Tur,2003-04,Kharif,2700.0,Hectare,1300.0,Tonnes,481.4814814814814,Konkan & Goa,2003
Maharashtra,WARDHA,Arhar/Tur,2001-02,Kharif,56100.0,Hectare,65800.0,Tonnes,1172.9055258467024,Vidarbha,2001
Maharashtra,WASHIM,Arhar/Tur,2001-02,Kharif,40100.0,Hectare,31700.0,Tonnes,790.5236907730673,Vidarbha,2001
Maharashtra,WASHIM,Arhar/Tur,2002-03,Kharif,41200.0,Hectare,38400.0,Tonnes,932.0388349514565,Vidarbha,2002
Maharashtra,WASHIM,Arhar/Tur,2003-04,Kharif,44300.0,Hectare,39400.0,Tonnes,889.3905191873589,Vidarbha,2003
Maharashtra,YAVATMAL,Arhar/Tur,2002-03,Kharif,127300.0,Hectare,129100.0,Tonnes,1014.1398271798901,Vidarbha,2002
Maharashtra,YAVATMAL,Arhar/Tur,2003-04,Kharif,130200.0,Hectare,104700.0,Tonnes,804.147465437788,Vidarbha,2003
Maharashtra,AHMEDNAGAR,Arhar/Tur,2004-05,Kharif,12200.0,Hectare,4800.0,Tonnes,393.4426229508196,Madhya Maharashtra,2004
Maharashtra,AHMEDNAGAR,Arhar/Tur,2005-06,Kharif,11100.0,Hectare,3800.0,Tonnes,342.3423423423423,Madhya Maharashtra,2005
Maharashtra,AHMEDNAGAR,Arhar/Tur,2006-07,Kharif,13000.0,Hectare,6600.0,Tonnes,507.6923076923077,Madhya Maharashtra,2006
Maharashtra,AKOLA,Arhar/Tur,2004-05,Kharif,52200.0,Hectare,27500.0,Tonnes,526.8199233716475,Vidarbha,2004
Maharashtra,AKOLA,Arhar/Tur,2005-06,Kharif,56500.0,Hectare,40999.99999999999,Tonnes,725.6637168141592,Vidarbha,2005
Maharashtra,AKOLA,Arhar/Tur,2006-07,Kharif,54600.0,Hectare,51300.0,Tonnes,939.5604395604396,Vidarbha,2006
Maharashtra,AMRAVATI,Arhar/Tur,2004-05,Kharif,90900.0,Hectare,70000.0,Tonnes,770.0770077007701,Vidarbha,2004
Maharashtra,AMRAVATI,Arhar/Tur,2005-06,Kharif,92800.0,Hectare,79000.0,Tonnes,851.2931034482759,Vidarbha,2005
Maharashtra,AMRAVATI,Arhar/Tur,2006-07,Kharif,95400.0,Hectare,75500.0,Tonnes,791.4046121593291,Vidarbha,2006
Maharashtra,AURANGABAD,Arhar/Tur,2004-05,Kharif,38700.0,Hectare,19000.0,Tonnes,490.9560723514212,Matathwada,2004
Maharashtra,AURANGABAD,Arhar/Tur,2005-06,Kharif,41300.0,Hectare,25500.0,Tonnes,617.4334140435834,Matathwada,2005
Maharashtra,AURANGABAD,Arhar/Tur,2006-07,Kharif,40100.0,Hectare,34400.0,Tonnes,857.85536159601,Matathwada,2006
Maharashtra,BEED,Arhar/Tur,2004-05,Kharif,44300.0,Hectare,23900.0,Tonnes,539.5033860045146,Matathwada,2004
Maharashtra,BEED,Arhar/Tur,2005-06,Kharif,52100.0,Hectare,51600.0,Tonnes,990.4030710172744,Matathwada,2005
Maharashtra,BEED,Arhar/Tur,2006-07,Kharif,53200.0,Hectare,44800.00000000001,Tonnes,842.1052631578949,Matathwada,2006
Maharashtra,BHANDARA,Arhar/Tur,2004-05,Kharif,7200.0,Hectare,4400.0,Tonnes,611.1111111111112,Vidarbha,2004
Maharashtra,BHANDARA,Arhar/Tur,2005-06,Kharif,7300.0,Hectare,5699.999999999999,Tonnes,780.821917808219,Vidarbha,2005
Maharashtra,BHANDARA,Arhar/Tur,2006-07,Kharif,7900.0,Hectare,4500.0,Tonnes,569.620253164557,Vidarbha,2006
Maharashtra,BULDHANA,Arhar/Tur,2004-05,Kharif,61600.0,Hectare,37900.0,Tonnes,615.2597402597403,Vidarbha,2004
Maharashtra,BULDHANA,Arhar/Tur,2005-06,Kharif,60800.0,Hectare,31200.0,Tonnes,513.1578947368422,Vidarbha,2005
Maharashtra,BULDHANA,Arhar/Tur,2006-07,Kharif,60300.0,Hectare,48600.00000000001,Tonnes,805.9701492537315,Vidarbha,2006
Maharashtra,CHANDRAPUR,Arhar/Tur,2004-05,Kharif,25400.0,Hectare,7500.0,Tonnes,295.2755905511811,Vidarbha,2004
Maharashtra,CHANDRAPUR,Arhar/Tur,2005-06,Kharif,23400.0,Hectare,9000.0,Tonnes,384.6153846153846,Vidarbha,2005
Maharashtra,CHANDRAPUR,Arhar/Tur,2006-07,Kharif,23400.0,Hectare,10500.0,Tonnes,448.7179487179487,Vidarbha,2006
Maharashtra,DHULE,Arhar/Tur,2004-05,Kharif,9000.0,Hectare,3700.0,Tonnes,411.1111111111111,Madhya Maharashtra,2004
Maharashtra,DHULE,Arhar/Tur,2005-06,Kharif,8800.0,Hectare,4500.0,Tonnes,511.3636363636364,Madhya Maharashtra,2005
Maharashtra,DHULE,Arhar/Tur,2006-07,Kharif,8600.0,Hectare,5500.000000000001,Tonnes,639.5348837209303,Madhya Maharashtra,2006
Maharashtra,GADCHIROLI,Arhar/Tur,2004-05,Kharif,2000.0,Hectare,1200.0,Tonnes,600.0,Vidarbha,2004
Maharashtra,GADCHIROLI,Arhar/Tur,2005-06,Kharif,2000.0,Hectare,1600.0,Tonnes,800.0,Vidarbha,2005
Maharashtra,GADCHIROLI,Arhar/Tur,2006-07,Kharif,2100.0,Hectare,1200.0,Tonnes,571.4285714285714,Vidarbha,2006
Maharashtra,GONDIA,Arhar/Tur,2004-05,Kharif,4500.0,Hectare,2800.0,Tonnes,622.2222222222223,Vidarbha,2004
Maharashtra,GONDIA,Arhar/Tur,2005-06,Kharif,5000.0,Hectare,3900.0,Tonnes,780.0,Vidarbha,2005
Maharashtra,GONDIA,Arhar/Tur,2006-07,Kharif,5100.0,Hectare,2899.9999999999995,Tonnes,568.627450980392,Vidarbha,2006
Maharashtra,HINGOLI,Arhar/Tur,2004-05,Kharif,24500.0,Hectare,17300.0,Tonnes,706.1224489795918,Matathwada,2004
Maharashtra,HINGOLI,Arhar/Tur,2005-06,Kharif,21900.0,Hectare,19800.0,Tonnes,904.1095890410959,Matathwada,2005
Maharashtra,HINGOLI,Arhar/Tur,2006-07,Kharif,26000.0,Hectare,29600.0,Tonnes,1138.4615384615383,Matathwada,2006
Maharashtra,JALGAON,Arhar/Tur,2004-05,Kharif,25900.0,Hectare,18400.0,Tonnes,710.4247104247105,Madhya Maharashtra,2004
Maharashtra,JALGAON,Arhar/Tur,2005-06,Kharif,29300.0,Hectare,20400.0,Tonnes,696.2457337883959,Madhya Maharashtra,2005
Maharashtra,JALGAON,Arhar/Tur,2006-07,Kharif,31100.0,Hectare,23800.0,Tonnes,765.2733118971062,Madhya Maharashtra,2006
Maharashtra,JALNA,Arhar/Tur,2004-05,Kharif,47400.0,Hectare,21300.0,Tonnes,449.3670886075949,Matathwada,2004
Maharashtra,JALNA,Arhar/Tur,2005-06,Kharif,57700.0,Hectare,33800.0,Tonnes,585.78856152513,Matathwada,2005
Maharashtra,JALNA,Arhar/Tur,2006-07,Kharif,55400.0,Hectare,48600.00000000001,Tonnes,877.2563176895309,Matathwada,2006
Maharashtra,KOLHAPUR,Arhar/Tur,2004-05,Kharif,3200.0,Hectare,1400.0,Tonnes,437.5,Madhya Maharashtra,2004
Maharashtra,KOLHAPUR,Arhar/Tur,2005-06,Kharif,3100.0,Hectare,1100.0,Tonnes,354.8387096774194,Madhya Maharashtra,2005
Maharashtra,KOLHAPUR,Arhar/Tur,2006-07,Kharif,2800.0000000000005,Hectare,1400.0,Tonnes,499.9999999999999,Madhya Maharashtra,2006
Maharashtra,LATUR,Arhar/Tur,2004-05,Kharif,70200.0,Hectare,57600.0,Tonnes,820.5128205128204,Matathwada,2004
Maharashtra,LATUR,Arhar/Tur,2005-06,Kharif,73400.0,Hectare,85200.0,Tonnes,1160.7629427792915,Matathwada,2005
Maharashtra,LATUR,Arhar/Tur,2006-07,Kharif,66300.0,Hectare,31800.0,Tonnes,479.63800904977376,Matathwada,2006
Maharashtra,NAGPUR,Arhar/Tur,2004-05,Kharif,52500.0,Hectare,28800.0,Tonnes,548.5714285714286,Vidarbha,2004
Maharashtra,NAGPUR,Arhar/Tur,2005-06,Kharif,52100.0,Hectare,36400.0,Tonnes,698.6564299424184,Vidarbha,2005
Maharashtra,NAGPUR,Arhar/Tur,2006-07,Kharif,52900.0,Hectare,33500.0,Tonnes,633.2703213610587,Vidarbha,2006
Maharashtra,NANDED,Arhar/Tur,2004-05,Kharif,52800.0,Hectare,47800.0,Tonnes,905.3030303030304,Matathwada,2004
Maharashtra,NANDED,Arhar/Tur,2005-06,Kharif,53300.0,Hectare,27800.0,Tonnes,521.5759849906192,Matathwada,2005
Maharashtra,NANDED,Arhar/Tur,2006-07,Kharif,54900.0,Hectare,38600.0,Tonnes,703.0965391621129,Matathwada,2006
Maharashtra,NANDURBAR,Arhar/Tur,2004-05,Kharif,22700.0,Hectare,8100.0,Tonnes,356.82819383259914,Madhya Maharashtra,2004
Maharashtra,NANDURBAR,Arhar/Tur,2005-06,Kharif,23900.0,Hectare,10900.0,Tonnes,456.06694560669456,Madhya Maharashtra,2005
Maharashtra,NANDURBAR,Arhar/Tur,2006-07,Kharif,24400.0,Hectare,9900.0,Tonnes,405.7377049180328,Madhya Maharashtra,2006
Maharashtra,NASHIK,Arhar/Tur,2004-05,Kharif,9200.0,Hectare,6500.0,Tonnes,706.5217391304349,Madhya Maharashtra,2004
Maharashtra,NASHIK,Arhar/Tur,2005-06,Kharif,9500.0,Hectare,6900.0,Tonnes,726.3157894736843,Madhya Maharashtra,2005
Maharashtra,NASHIK,Arhar/Tur,2006-07,Kharif,9700.0,Hectare,7400.0,Tonnes,762.8865979381443,Madhya Maharashtra,2006
Maharashtra,OSMANABAD,Arhar/Tur,2004-05,Kharif,83500.0,Hectare,42600.0,Tonnes,510.1796407185629,Matathwada,2004
Maharashtra,OSMANABAD,Arhar/Tur,2005-06,Kharif,84700.00000000001,Hectare,49800.00000000001,Tonnes,587.9574970484061,Matathwada,2005
Maharashtra,OSMANABAD,Arhar/Tur,2006-07,Kharif,95900.0,Hectare,49500.0,Tonnes,516.162669447341,Matathwada,2006
Maharashtra,PARBHANI,Arhar/Tur,2004-05,Kharif,63900.0,Hectare,21500.0,Tonnes,336.46322378716746,Matathwada,2004
Maharashtra,PARBHANI,Arhar/Tur,2005-06,Kharif,49400.00000000001,Hectare,26800.0,Tonnes,542.5101214574897,Matathwada,2005
Maharashtra,PARBHANI,Arhar/Tur,2006-07,Kharif,57900.0,Hectare,31000.0,Tonnes,535.405872193437,Matathwada,2006
Maharashtra,PUNE,Arhar/Tur,2004-05,Kharif,3800.0,Hectare,3700.0,Tonnes,973.6842105263158,Madhya Maharashtra,2004
Maharashtra,PUNE,Arhar/Tur,2005-06,Kharif,3700.0,Hectare,1900.0,Tonnes,513.5135135135134,Madhya Maharashtra,2005
Maharashtra,PUNE,Arhar/Tur,2006-07,Kharif,3900.0,Hectare,1900.0,Tonnes,487.1794871794871,Madhya Maharashtra,2006
Maharashtra,RAIGAD,Arhar/Tur,2004-05,Kharif,1100.0,Hectare,600.0,Tonnes,545.4545454545454,Konkan & Goa,2004
Maharashtra,RAIGAD,Arhar/Tur,2005-06,Kharif,1100.0,Hectare,700.0000000000001,Tonnes,636.3636363636365,Konkan & Goa,2005
Maharashtra,RAIGAD,Arhar/Tur,2006-07,Kharif,1000.0,Hectare,600.0,Tonnes,600.0,Konkan & Goa,2006
Maharashtra,RATNAGIRI,Arhar/Tur,2004-05,Kharif,600.0,Hectare,300.0,Tonnes,500.0,Konkan & Goa,2004
Maharashtra,RATNAGIRI,Arhar/Tur,2005-06,Kharif,600.0,Hectare,400.0,Tonnes,666.6666666666666,Konkan & Goa,2005
Maharashtra,RATNAGIRI,Arhar/Tur,2006-07,Kharif,500.0,Hectare,300.0,Tonnes,600.0,Konkan & Goa,2006
Maharashtra,SANGLI,Arhar/Tur,2004-05,Kharif,13200.0,Hectare,5800.0,Tonnes,439.3939393939394,Madhya Maharashtra,2004
Maharashtra,SANGLI,Arhar/Tur,2005-06,Kharif,12700.0,Hectare,4400.0,Tonnes,346.45669291338584,Madhya Maharashtra,2005
Maharashtra,SANGLI,Arhar/Tur,2006-07,Kharif,13700.0,Hectare,7000.0,Tonnes,510.9489051094891,Madhya Maharashtra,2006
Maharashtra,SATARA,Arhar/Tur,2004-05,Kharif,6000.0,Hectare,2600.0,Tonnes,433.3333333333333,Madhya Maharashtra,2004
Maharashtra,SATARA,Arhar/Tur,2005-06,Kharif,4600.0,Hectare,1600.0,Tonnes,347.8260869565217,Madhya Maharashtra,2005
Maharashtra,SATARA,Arhar/Tur,2006-07,Kharif,5900.0,Hectare,3000.0,Tonnes,508.47457627118644,Madhya Maharashtra,2006
Maharashtra,SOLAPUR,Arhar/Tur,2004-05,Kharif,15800.0,Hectare,5500.0,Tonnes,348.1012658227848,Madhya Maharashtra,2004
Maharashtra,SOLAPUR,Arhar/Tur,2005-06,Kharif,18900.0,Hectare,5900.0,Tonnes,312.1693121693121,Madhya Maharashtra,2005
Maharashtra,SOLAPUR,Arhar/Tur,2006-07,Kharif,28300.0,Hectare,14500.0,Tonnes,512.3674911660777,Madhya Maharashtra,2006
Maharashtra,THANE,Arhar/Tur,2004-05,Kharif,2700.0,Hectare,1500.0,Tonnes,555.5555555555555,Konkan & Goa,2004
Maharashtra,THANE,Arhar/Tur,2005-06,Kharif,3200.0,Hectare,1900.0,Tonnes,593.75,Konkan & Goa,2005
Maharashtra,THANE,Arhar/Tur,2006-07,Kharif,2899.9999999999995,Hectare,1800.0,Tonnes,620.689655172414,Konkan & Goa,2006
Maharashtra,WARDHA,Arhar/Tur,2004-05,Kharif,52500.0,Hectare,44100.0,Tonnes,840.0,Vidarbha,2004
Maharashtra,WARDHA,Arhar/Tur,2005-06,Kharif,52400.0,Hectare,53100.0,Tonnes,1013.358778625954,Vidarbha,2005
Maharashtra,WARDHA,Arhar/Tur,2006-07,Kharif,60100.0,Hectare,34100.0,Tonnes,567.38768718802,Vidarbha,2006
Maharashtra,WASHIM,Arhar/Tur,2004-05,Kharif,47400.0,Hectare,37300.0,Tonnes,786.9198312236288,Vidarbha,2004
Maharashtra,WASHIM,Arhar/Tur,2005-06,Kharif,51600.0,Hectare,40300.0,Tonnes,781.0077519379845,Vidarbha,2005
Maharashtra,WASHIM,Arhar/Tur,2006-07,Kharif,51500.0,Hectare,49000.00000000001,Tonnes,951.4563106796118,Vidarbha,2006
Maharashtra,YAVATMAL,Arhar/Tur,2004-05,Kharif,127100.0,Hectare,82800.0,Tonnes,651.4555468135327,Vidarbha,2004
Maharashtra,YAVATMAL,Arhar/Tur,2005-06,Kharif,131700.0,Hectare,106300.0,Tonnes,807.1374335611238,Vidarbha,2005
Maharashtra,YAVATMAL,Arhar/Tur,2006-07,Kharif,113800.0,Hectare,111500.0,Tonnes,979.7891036906854,Vidarbha,2006
Maharashtra,AHMEDNAGAR,Arhar/Tur,2007-08,Kharif,14600.0,Hectare,7900.0,Tonnes,541.095890410959,Madhya Maharashtra,2007
Maharashtra,AHMEDNAGAR,Arhar/Tur,2008-09,Kharif,2700.0,Hectare,1300.0,Tonnes,481.4814814814814,Madhya Maharashtra,2008
Maharashtra,AHMEDNAGAR,Arhar/Tur,2009-10,Kharif,12100.0,Hectare,6200.0,Tonnes,512.396694214876,Madhya Maharashtra,2009
Maharashtra,AKOLA,Arhar/Tur,2007-08,Kharif,58000.0,Hectare,62500.0,Tonnes,1077.5862068965519,Vidarbha,2007
