Name,subdivision,year,JAN,FEB,MAR,APR,MAY,rain_june,rain_july,rain_august,rain_september,OCT,NOV,DEC,annual_rainfall,Jan-Feb,Mar-May,June-September,Oct-Dec,Latitude,Longitude,monsoon_rainfall,normal_annual_rainfall,rainfall_deviation_pct
ROW2954,Vidarbha,1952,0.0,10.6,4.2,10.8,2.5,98.0,235.1,266.5,146.0,33.6,0.0,0.5,807.8000000000003,10.6,17.5,745.6,34.1,20.85850732,79.27644168,745.6,1093.5470085470085,-26.13
ROW2955,Vidarbha,1953,3.9,1.1,0.0,21.4,0.2,138.2,299.4,449.9,173.0,50.7,0.0,0.0,1137.8,5.0,21.6,1060.5,50.7,20.85850732,79.27644168,1060.5,1093.5470085470085,4.05
ROW2956,Vidarbha,1954,0.3,0.6,11.4,4.0,1.1,132.4,407.9,248.8,288.3,4.6,0.9,0.1,1100.4,0.8999999999999999,16.5,1077.4,5.6,20.85850732,79.27644168,1077.3999999999999,1093.5470085470085,0.63
ROW2957,Vidarbha,1955,15.5,0.3,2.3,6.8,5.0,274.7,278.4,371.8,244.6,169.1,0.2,0.0,1368.6999999999996,15.8,14.1,1169.4999999999998,169.29999999999995,20.85850732,79.27644168,1169.4999999999998,1093.5470085470085,25.16
ROW2958,Vidarbha,1956,1.3,1.9,0.8,0.5,52.8,248.7,370.5,163.4,198.0,40.1,37.3,9.3,1124.6,3.2,54.1,980.6,86.7,20.85850732,79.27644168,980.6,1093.5470085470085,2.84
ROW2959,Vidarbha,1957,8.6,2.5,44.4,31.6,15.5,148.5,303.8,354.2,133.4,27.5,1.0,0.0,1071.0,11.1,91.5,939.9,28.5,20.85850732,79.27644168,939.9,1093.5470085470085,-2.06
ROW2960,Vidarbha,1958,5.7,2.0,20.4,10.5,10.4,102.7,341.5,354.0,220.3,68.0,36.5,0.1,1172.1,7.7,41.3,1018.5,104.6,20.85850732,79.27644168,1018.5,1093.5470085470085,7.18
ROW2961,Vidarbha,1959,13.6,1.2,0.4,11.8,6.2,178.0,467.9,377.3,469.9,79.4,0.5,0.1,1606.2999999999995,14.8,18.4,1493.1,80.0,20.85850732,79.27644168,1493.1,1093.5470085470085,46.89
ROW2962,Vidarbha,1960,38.8,0.0,41.0,6.7,8.2,195.2,378.5,199.9,114.8,78.5,1.1,2.4,1065.1,38.8,55.90000000000001,888.4,82.0,20.85850732,79.27644168,888.4,1093.5470085470085,-2.6
ROW2963,Vidarbha,1961,1.1,5.7,4.5,5.3,21.4,152.7,372.6,401.6,326.2,143.3,2.9,3.4,1440.7,6.8000000000000025,31.2,1253.1,149.60000000000005,20.85850732,79.27644168,1253.1,1093.5470085470085,31.75
ROW2964,Vidarbha,1962,5.6,4.6,18.4,33.1,21.7,67.1,364.3,267.3,267.2,8.3,30.5,64.5,1152.6,10.2,73.2,965.9,103.3,20.85850732,79.27644168,965.9000000000001,1093.5470085470085,5.4
ROW2965,Vidarbha,1963,0.3,10.5,12.9,14.8,19.5,204.0,282.1,397.9,123.9,80.1,1.7,0.0,1147.7,10.8,47.2,1007.9,81.8,20.85850732,79.27644168,1007.9,1093.5470085470085,4.95
ROW2966,Vidarbha,1964,0.0,2.0,3.0,1.3,0.6,166.0,259.5,357.9,176.8,40.8,2.3,0.6,1010.7999999999996,2.0,4.9,960.2,43.7,20.85850732,79.27644168,960.2,1093.5470085470085,-7.57
ROW2967,Vidarbha,1965,18.7,4.9,4.9,15.5,1.6,113.6,262.0,181.0,139.6,1.3,0.0,0.5,743.6,23.6,22.0,696.2,1.8,20.85850732,79.27644168,696.2,1093.5470085470085,-32.0
ROW2968,Vidarbha,1966,16.1,1.1,10.5,7.9,30.7,84.8,387.5,206.5,191.4,4.6,34.9,26.8,1002.8,17.200000000000006,49.1,870.1999999999997,66.3,20.85850732,79.27644168,870.1999999999999,1093.5470085470085,-8.3
ROW2969,Vidarbha,1967,0.5,0.0,50.0,7.4,1.6,184.6,406.8,244.8,101.6,8.0,1.1,121.8,1128.2,0.5,59.0,937.8,130.9,20.85850732,79.27644168,937.8000000000001,1093.5470085470085,3.17
ROW2970,Vidarbha,1968,14.6,23.9,36.6,15.4,0.7,104.8,291.4,210.5,193.0,23.0,4.7,4.3,922.9,38.5,52.7,799.7,32.0,20.85850732,79.27644168,799.7,1093.5470085470085,-15.6
ROW2971,Vidarbha,1969,1.5,0.0,0.6,4.0,9.6,98.6,371.0,200.0,281.5,5.4,19.4,1.3,992.9,1.5,14.2,951.1,26.1,20.85850732,79.27644168,951.1,1093.5470085470085,-9.2
ROW2972,Vidarbha,1970,15.9,1.0,18.3,4.2,17.5,304.1,211.0,435.6,223.3,9.6,0.0,0.0,1240.5,16.9,40.0,1174.0,9.6,20.85850732,79.27644168,1174.0,1093.5470085470085,13.44
ROW2973,Vidarbha,1971,3.7,12.8,21.2,12.4,26.7,193.6,124.3,259.2,119.5,108.9,0.0,0.0,882.3,16.5,60.3,696.5999999999997,108.9,20.85850732,79.27644168,696.5999999999999,1093.5470085470085,-19.32
ROW2974,Vidarbha,1972,0.0,1.1,0.0,3.8,3.4,139.8,197.7,280.8,60.7,20.9,28.5,4.2,740.9000000000003,1.1,7.1999999999999975,679.0,53.6,20.85850732,79.27644168,679.0,1093.5470085470085,-32.25
ROW2975,Vidarbha,1973,1.7,5.0,0.3,2.3,1.5,75.1,428.5,346.4,136.4,163.4,1.4,0.5,1162.5,6.7,4.1,986.4,165.3,20.85850732,79.27644168,986.4,1093.5470085470085,6.31
ROW2976,Vidarbha,1974,0.0,4.8,1.2,0.5,12.6,93.2,211.0,281.4,68.1,162.6,5.4,0.0,840.8000000000003,4.8,14.3,653.6999999999998,168.0,20.85850732,79.27644168,653.6999999999999,1093.5470085470085,-23.11
ROW2977,Vidarbha,1975,3.5,22.4,7.0,1.1,6.4,264.3,321.3,316.0,288.9,92.8,0.3,0.0,1324.0,25.9,14.5,1190.5,93.1,20.85850732,79.27644168,1190.5,1093.5470085470085,21.07
ROW2978,Vidarbha,1976,2.1,0.1,4.7,11.5,4.6,90.8,386.0,260.7,174.7,0.9,38.5,0.2,974.8,2.2,20.8,912.2,39.6,20.85850732,79.27644168,912.2,1093.5470085470085,-10.86
ROW2979,Vidarbha,1977,0.0,2.1,3.7,8.9,15.0,169.7,283.9,340.8,131.7,37.8,71.2,3.2,1068.0,2.1,27.6,926.1,112.2,20.85850732,79.27644168,926.0999999999999,1093.5470085470085,-2.34
ROW2980,Vidarbha,1978,13.3,24.4,18.6,10.1,1.9,228.0,399.3,430.0,46.2,16.4,20.7,40.5,1249.4,37.7,30.6,1103.5,77.6,20.85850732,79.27644168,1103.5,1093.5470085470085,14.25
ROW2981,Vidarbha,1979,30.4,59.7,1.7,0.5,12.9,245.6,218.2,323.2,143.3,6.3,34.9,10.6,1087.3,90.1,15.1,930.3,51.8,20.85850732,79.27644168,930.3,1093.5470085470085,-0.57
ROW2982,Vidarbha,1980,15.3,3.2,1.0,2.9,0.5,253.6,246.3,361.8,131.4,2.0,0.4,24.1,1042.4999999999998,18.5,4.4,993.1,26.5,20.85850732,79.27644168,993.1,1093.5470085470085,-4.67
ROW2983,Vidarbha,1981,20.2,0.9,25.4,3.6,12.6,173.1,302.5,352.6,294.5,17.6,1.8,13.8,1218.6,21.1,41.6,1122.7,33.2,20.85850732,79.27644168,1122.7,1093.5470085470085,11.44
ROW2984,Vidarbha,1982,45.7,10.6,6.0,5.2,15.3,100.6,256.4,206.8,144.2,49.2,16.1,0.0,856.1,56.3,26.5,708.0,65.30000000000001,20.85850732,79.27644168,708.0,1093.5470085470085,-21.71
ROW2985,Vidarbha,1983,1.6,7.4,1.9,1.5,6.7,156.4,327.9,376.7,289.8,58.4,0.0,12.2,1240.5,9.0,10.1,1150.8,70.6,20.85850732,79.27644168,1150.8,1093.5470085470085,13.44
ROW2986,Vidarbha,1984,26.9,18.6,0.4,3.2,0.4,105.6,258.6,271.0,48.7,76.6,0.0,0.6,810.6000000000001,45.5,4.0,683.9000000000002,77.19999999999997,20.85850732,79.27644168,683.9000000000001,1093.5470085470085,-25.87
ROW2987,Vidarbha,1985,22.5,1.1,1.0,7.3,9.7,196.8,271.7,181.9,61.9,120.4,0.0,2.6,876.9,23.6,18.0,712.3,123.0,20.85850732,79.27644168,712.3,1093.5470085470085,-19.81
ROW2988,Vidarbha,1986,11.7,40.5,6.4,4.2,6.5,232.8,353.4,382.2,61.2,12.7,17.2,28.3,1157.1,52.2,17.1,1029.6,58.2,20.85850732,79.27644168,1029.6000000000001,1093.5470085470085,5.81
ROW2989,Vidarbha,1987,24.3,6.1,7.5,0.7,9.8,117.0,204.7,283.7,37.7,72.1,55.4,3.6,822.6,30.4,18.0,643.1,131.1,20.85850732,79.27644168,643.1,1093.5470085470085,-24.78
ROW2990,Vidarbha,1988,0.7,7.9,3.8,12.5,4.2,186.8,485.0,286.6,230.1,86.4,4.3,0.3,1308.6,8.6,20.5,1188.5,91.0,20.85850732,79.27644168,1188.5,1093.5470085470085,19.67
ROW2991,Vidarbha,1989,0.0,0.0,23.6,0.1,2.0,236.5,240.6,330.1,118.0,15.2,1.6,30.1,997.8,0.0,25.70000000000001,925.2,46.90000000000001,20.85850732,79.27644168,925.2,1093.5470085470085,-8.76
ROW2992,Vidarbha,1990,3.5,6.8,8.6,3.9,71.3,303.2,326.3,507.3,121.5,143.7,1.6,7.1,1504.7999999999995,10.3,83.8,1258.3,152.39999999999995,20.85850732,79.27644168,1258.3,1093.5470085470085,37.61
ROW2993,Vidarbha,1991,6.3,1.6,4.6,4.7,3.0,168.9,348.0,255.4,23.0,9.6,12.1,1.5,838.7,7.9,12.3,795.3,23.2,20.85850732,79.27644168,795.3,1093.5470085470085,-23.3
ROW2994,Vidarbha,1992,0.2,0.5,0.4,2.9,5.7,167.9,241.3,565.5,116.1,35.9,12.4,0.0,1148.8000000000004,0.7,9.0,1090.8,48.3,20.85850732,79.27644168,1090.8,1093.5470085470085,5.05
ROW2995,Vidarbha,1993,0.5,3.6,17.9,2.8,5.0,145.8,365.6,222.0,171.3,77.7,0.5,10.4,1023.1,4.1,25.7,904.7,88.60000000000002,20.85850732,79.27644168,904.7,1093.5470085470085,-6.44
ROW2996,Vidarbha,1994,10.0,9.8,0.1,9.6,2.2,228.6,508.2,343.3,225.4,83.3,6.2,0.4,1427.1,19.8,11.9,1305.5,89.9,20.85850732,79.27644168,1305.5,1093.5470085470085,30.5
ROW2997,Vidarbha,1995,49.8,5.5,45.4,8.8,8.0,156.1,335.8,165.9,201.3,100.5,0.1,0.3,1077.4999999999998,55.3,62.2,859.0999999999997,100.9,20.85850732,79.27644168,859.0999999999999,1093.5470085470085,-1.47
ROW2998,Vidarbha,1996,2.2,3.7,3.6,9.3,0.7,64.4,266.0,261.1,149.8,92.2,1.9,0.0,854.9,5.9,13.6,741.3,94.1,20.85850732,79.27644168,741.3,1093.5470085470085,-21.82
ROW2999,Vidarbha,1997,16.3,0.0,2.5,18.4,8.4,108.0,248.4,265.8,145.7,77.4,69.9,78.5,1039.3,16.3,29.3,767.9000000000003,225.8,20.85850732,79.27644168,767.9000000000001,1093.5470085470085,-4.96
ROW3000,Vidarbha,1998,12.8,14.7,16.2,8.3,10.6,127.5,274.0,234.2,247.4,53.9,62.2,0.0,1061.8,27.5,35.1,883.1,116.1,20.85850732,79.27644168,883.1,1093.5470085470085,-2.9
ROW3001,Vidarbha,1999,0.2,20.9,0.2,0.0,33.3,228.8,234.0,294.1,248.0,105.5,0.0,0.0,1165.0,21.1,33.5,1004.9,105.5,20.85850732,79.27644168,1004.9000000000001,1093.5470085470085,6.53
ROW3002,Vidarbha,2000,0.1,16.4,0.1,0.1,28.8,235.9,472.1,286.2,54.0,11.0,0.0,0.5,1105.2,16.5,29.0,1048.2,11.5,20.85850732,79.27644168,1048.2,1093.5470085470085,1.07
ROW3003,Vidarbha,2001,8.9,0.1,15.2,18.3,7.9,338.6,202.0,359.8,37.4,129.2,4.7,0.0,1122.1,9.0,41.4,937.8,133.89999999999998,20.85850732,79.27644168,937.8000000000001,1093.5470085470085,2.61
ROW3004,Vidarbha,2002,2.4,4.0,1.1,2.9,8.2,301.1,88.1,352.5,128.6,35.2,1.9,0.1,926.1,6.4,12.2,870.3000000000003,37.2,20.85850732,79.27644168,870.3000000000001,1093.5470085470085,-15.31
ROW3005,Vidarbha,2003,0.0,4.4,3.6,2.7,3.0,140.2,401.0,280.9,138.0,42.6,0.8,1.3,1018.5,4.4,9.3,960.1,44.7,20.85850732,79.27644168,960.1,1093.5470085470085,-6.86
ROW3006,Vidarbha,2004,10.3,5.5,0.6,3.5,12.2,137.9,217.7,223.1,86.3,27.7,6.9,0.2,731.9,15.8,16.299999999999994,665.0,34.800000000000004,20.85850732,79.27644168,665.0,1093.5470085470085,-33.07
ROW3007,Vidarbha,2005,74.9,7.0,7.2,1.9,2.6,144.4,393.2,249.2,246.8,87.2,0.0,0.2,1214.6,81.9,11.7,1033.6,87.4,20.85850732,79.27644168,1033.6,1093.5470085470085,11.07
ROW3008,Vidarbha,2006,0.0,0.0,50.6,16.2,20.9,115.0,360.8,421.4,175.8,43.7,11.1,0.0,1215.5,0.0,87.69999999999996,1073.0,54.8,20.85850732,79.27644168,1073.0,1093.5470085470085,11.15
ROW3009,Vidarbha,2007,0.1,1.3,1.4,3.2,1.2,256.7,349.1,282.4,241.8,27.3,2.5,0.0,1167.0,1.4,5.8,1130.0,29.8,20.85850732,79.27644168,1130.0,1093.5470085470085,6.72
ROW3010,Vidarbha,2008,0.2,1.9,19.2,2.8,2.9,137.9,261.5,254.0,160.8,22.4,2.9,0.1,866.6,2.1,24.9,814.2,25.4,20.85850732,79.27644168,814.2,1093.5470085470085,-20.75
ROW3011,Vidarbha,2009,0.1,0.0,0.9,2.4,5.9,78.1,310.8,175.4,90.3,41.9,63.8,1.2,770.8,0.1,9.2,654.5999999999998,106.9,20.85850732,79.27644168,654.5999999999999,1093.5470085470085,-29.51
ROW3012,Vidarbha,2010,14.0,1.9,7.5,0.3,1.9,144.8,454.5,384.0,238.0,51.0,37.0,3.2,1338.1,15.9,9.7,1221.3,91.2,20.85850732,79.27644168,1221.3,1093.5470085470085,22.36
ROW3013,Vidarbha,2011,0.0,1.2,0.1,7.7,0.6,137.9,247.1,302.8,191.0,4.7,0.0,0.0,893.1000000000001,1.2,8.4,878.8,4.7,20.85850732,79.27644168,878.8,1093.5470085470085,-18.33
ROW3014,Vidarbha,2012,3.1,0.1,0.0,0.6,0.2,125.5,370.5,316.2,249.4,34.9,7.3,0.0,1107.8000000000004,3.2,0.8,1061.6,42.2,20.85850732,79.27644168,1061.6000000000001,1093.5470085470085,1.3
ROW3015,Vidarbha,2013,6.6,13.0,3.8,2.8,0.5,366.7,535.5,326.1,131.7,133.5,0.0,0.0,1520.2,19.6,7.1,1360.0000000000002,133.5,20.85850732,79.27644168,1360.0000000000002,1093.5470085470085,39.02
ROW3016,Vidarbha,2014,1.2,18.3,49.6,2.6,4.0,63.3,337.6,191.7,224.9,17.3,6.2,2.3,919.0,19.5,56.2,817.5,25.8,20.85850732,79.27644168,817.5,1093.5470085470085,-15.96
ROW3017,Vidarbha,2015,26.3,4.7,66.3,28.1,12.8,254.6,137.2,288.9,167.5,7.0,0.0,0.2,993.6,31.0,107.2,848.1999999999997,7.2,20.85850732,79.27644168,848.1999999999999,1093.5470085470085,-9.14
ROW3018,Vidarbha,2016,0.7,5.2,20.1,5.1,12.4,165.5,490.2,161.8,227.8,75.0,0.0,0.0,1163.8,5.9,37.6,1045.3,75.0,20.85850732,79.27644168,1045.3,1093.5470085470085,6.42
ROW3019,Vidarbha,2017,0.2,0.0,6.1,0.0,7.3,147.8,252.2,198.3,133.3,57.5,0.3,0.0,803.0,0.2,13.4,731.5999999999997,57.8,20.85850732,79.27644168,731.5999999999999,1093.5470085470085,-26.57
